processor_name,passmark,rank,value,price
Intel Core2 Duo L7300 @ 1.40GHz,825,2319,,
Intel Core2 Duo L7400 @ 1.50GHz,846,2307,,
Intel Core2 Duo L7500 @ 1.60GHz,959,2244,,
Intel Core2 Duo L7700 @ 1.80GHz,973,2232,,
Intel Core2 Duo L7800 @ 2.00GHz,1116,2140,,
Intel Core2 Duo L9300 @ 1.60GHz,1074,2174,,
Intel Core2 Duo L9600 @ 2.13GHz,1345,2012,,
Intel Core2 Duo P7350 @ 2.00GHz,1291,2043,64.59,$19.99*
Intel Core2 Duo P7370 @ 2.00GHz,1298,2037,,
Intel Core2 Duo P7450 @ 2.13GHz,1417,1979,35.46,$39.99*
Intel Core2 Duo P7500 @ 1.60GHz,945,2258,,
Intel Core2 Duo P7550 @ 2.26GHz,1518,1933,6.6,$229.99*
Intel Core2 Duo P7570 @ 2.26GHz,1452,1962,,
Intel Core2 Duo P7700 @ 1.80GHz,1021,2199,,
Intel Core2 Duo P8400 @ 2.26GHz,1454,1959,4.9,$297.01*
Intel Core2 Duo P8600 @ 2.40GHz,1536,1923,31.24,$49.18*
Intel Core2 Duo P8700 @ 2.53GHz,1624,1887,42.77,$37.99*
Intel Core2 Duo P8800 @ 2.66GHz,1741,1812,30.57,$56.99*
Intel Core2 Duo P9300 @ 2.26GHz,1564,1913,,
Intel Core2 Duo P9500 @ 2.53GHz,1753,1805,1.75,$998.99*
Intel Core2 Duo P9600 @ 2.53GHz,1745,1809,17.63,$99.00*
Intel Core2 Duo P9600 @ 2.66GHz,1864,1760,,
Intel Core2 Duo P9700 @ 2.80GHz,2015,1682,,
Intel Core2 Duo Q6867 @ 3.00GHz,589,2429,,
Intel Core2 Duo SL9400 @ 1.86GHz,1251,2071,4.95,$253.00*
Intel Core2 Duo SP9400 @ 2.40GHz,1675,1854,5.9,$284.00*
Intel Core2 Duo SU9400 @ 1.40GHz,929,2263,,
Intel Core2 Duo T5200 @ 1.60GHz,832,2314,,
Intel Core2 Duo T5250 @ 1.50GHz,838,2313,,
Intel Core2 Duo T5270 @ 1.40GHz,813,2324,,
Intel Core2 Duo T5300 @ 1.73GHz,932,2262,,
Intel Core2 Duo T5450 @ 1.66GHz,913,2277,,
Intel Core2 Duo T5470 @ 1.60GHz,908,2281,,
Intel Core2 Duo T5500 @ 1.66GHz,923,2271,,
Intel Core2 Duo T5550 @ 1.83GHz,1044,2186,,
Intel Core2 Duo T5600 @ 1.83GHz,1029,2193,,
Intel Core2 Duo T5670 @ 1.80GHz,993,2221,,
Intel Core2 Duo T5750 @ 2.00GHz,1093,2160,109.45,$9.99*
Intel Core2 Duo T5800 @ 2.00GHz,1115,2142,,
Intel Core2 Duo T5850 @ 2.16GHz,1200,2099,75.48,$15.90*
Intel Core2 Duo T5870 @ 2.00GHz,1148,2131,,
Intel Core2 Duo T5900 @ 2.20GHz,1211,2092,,
Intel Core2 Duo T6400 @ 2.00GHz,1226,2084,81.8,$14.99*
Intel Core2 Duo T6500 @ 2.10GHz,1286,2048,85.85,$14.99*
Intel Core2 Duo T6570 @ 2.10GHz,1258,2065,32.69,$38.50*
Intel Core2 Duo T6600 @ 2.20GHz,1361,2003,72.05,$18.90*
Intel Core2 Duo T6670 @ 2.20GHz,1360,2005,,
Intel Core2 Duo T7100 @ 1.80GHz,1018,2201,46.32,$21.99*
Intel Core2 Duo T7200 @ 2.00GHz,1167,2119,11.68,$99.95
Intel Core2 Duo T7250 @ 2.00GHz,1115,2141,5.54,$201.48*
Intel Core2 Duo T7300 @ 2.00GHz,1193,2102,38.51,$30.99*
Intel Core2 Duo T7400 @ 2.16GHz,1249,2073,,
Intel Core2 Duo T7500 @ 2.20GHz,1270,2060,29.55,$42.99*
Intel Core2 Duo T7600 @ 2.33GHz,1379,1995,,
Intel Core2 Duo T7700 @ 2.40GHz,1423,1976,10.17,$139.95*
Intel Core2 Duo T7800 @ 2.60GHz,1597,1902,2.63,$607.99*
Intel Core2 Duo T8100 @ 2.10GHz,1296,2040,1.3,$999.99*
Intel Core2 Duo T8300 @ 2.40GHz,1472,1954,13.52,$108.95*
Intel Core2 Duo T9300 @ 2.50GHz,1673,1855,28.86,$57.99*
Intel Core2 Duo T9400 @ 2.53GHz,1738,1813,24.86,$69.95*
Intel Core2 Duo T9500 @ 2.60GHz,1798,1788,,
Intel Core2 Duo T9550 @ 2.66GHz,1805,1786,6.04,$298.95*
Intel Core2 Duo T9600 @ 2.80GHz,1927,1722,21.42,$89.95*
Intel Core2 Duo T9800 @ 2.93GHz,2020,1681,4.77,$423.89*
Intel Core2 Duo T9900 @ 3.06GHz,2132,1630,5.35,$398.95*
Intel Core2 Duo U7300 @ 1.30GHz,874,2292,,
Intel Core2 Duo U7500 @ 1.06GHz,590,2427,,
Intel Core2 Duo U7600 @ 1.20GHz,668,2390,,
Intel Core2 Duo U7700 @ 1.33GHz,700,2376,,
Intel Core2 Duo U9300 @ 1.20GHz,859,2298,,
Intel Core2 Duo U9600 @ 1.60GHz,1128,2138,,
Intel Core2 Duo X7360 @ 2.53GHz,1687,1847,,
Intel Core2 Extreme Q6800 @ 2.93GHz,3655,1130,3.25,"$1,125.00*"
Intel Core2 Extreme Q6850 @ 3.00GHz,3634,1134,2.43,"$1,495.95*"
Intel Core2 Extreme Q9300 @ 2.53GHz,3457,1180,,
Intel Core2 Extreme X6800 @ 2.93GHz,1873,1754,7.11,$263.64*
Intel Core2 Extreme X7800 @ 2.60GHz,1802,1787,,
Intel Core2 Extreme X7850 @ 2.80GHz,1331,2021,,
Intel Core2 Extreme X7900 @ 2.80GHz,1681,1849,,
Intel Core2 Extreme X9000 @ 2.80GHz,1896,1741,4.63,$409.95*
Intel Core2 Extreme X9100 @ 3.06GHz,2068,1662,2.43,$851.00*
Intel Core2 Extreme X9650 @ 3.00GHz,4156,1019,4.83,$859.99*
Intel Core2 Extreme X9750 @ 3.16GHz,4504,950,,
Intel Core2 Extreme X9770 @ 3.20GHz,4614,924,2.87,"$1,608.95*"
Intel Core2 Extreme X9775 @ 3.20GHz,4646,913,2.57,"$1,805.95*"
Intel Core2 Quad Q6600 @ 2.40GHz,2948,1336,73.76,$39.98*
Intel Core2 Quad Q6700 @ 2.66GHz,3282,1226,72.97,$44.99*
Intel Core2 Quad Q8200 @ 2.33GHz,2811,1386,122.29,$22.99*
Intel Core2 Quad Q8300 @ 2.50GHz,2980,1324,59.62,$49.99*
Intel Core2 Quad Q8400 @ 2.66GHz,3161,1267,13.18,$239.95*
Intel Core2 Quad Q9000 @ 2.00GHz,2524,1479,6.49,$389.00*
Intel Core2 Quad Q9100 @ 2.26GHz,3242,1238,8.4,$385.89*
Intel Core2 Quad Q9300 @ 2.50GHz,3159,1269,15.84,$199.50*
Intel Core2 Quad Q9400 @ 2.66GHz,3340,1214,69.59,$48.01*
Intel Core2 Quad Q9450 @ 2.66GHz,3758,1106,105.27,$35.70*
Intel Core2 Quad Q9500 @ 2.83GHz,3525,1161,100.74,$34.99*
Intel Core2 Quad Q9505 @ 2.83GHz,3544,1155,18.66,$190.00*
Intel Core2 Quad Q9550 @ 2.83GHz,3963,1056,89.09,$44.49*
Intel Core2 Quad Q9650 @ 3.00GHz,4160,1018,37.84,$109.95
Intel Core2 Quad Q9705 @ 3.16GHz,3947,1060,,
Intel Core2 Solo U2100 @ 1.06GHz,359,2642,,
Intel Core2 Solo U2200 @ 1.20GHz,311,2692,,
Intel Core2 Solo U3300 @ 1.20GHz,415,2569,,
Intel Core2 Solo U3500 @ 1.40GHz,464,2517,,
Intel E3000 @ 3.40GHz,2767,1398,,
Intel Pentium 1403 @ 2.60GHz,2742,1408,,
Intel Pentium 1403 v2 @ 2.60GHz,3018,1311,,
Intel Pentium 2020M @ 2.40GHz,2273,1579,16.97,$134.00*
Intel Pentium 2030M @ 2.50GHz,2411,1521,18.0,$134.00*
Intel Pentium 2117U @ 1.80GHz,1654,1869,12.35,$134.00*
Intel Pentium 2127U @ 1.90GHz,1820,1783,13.58,$134.00*
Intel Pentium 2129Y @ 1.10GHz,1062,2176,7.93,$134.00*
Intel Pentium 3550M @ 2.30GHz,2277,1574,,
Intel Pentium 3556U @ 1.70GHz,1696,1842,,
Intel Pentium 3558U @ 1.70GHz,1681,1850,,
Intel Pentium 3560M @ 2.40GHz,2270,1582,,
Intel Pentium 3560Y @ 1.20GHz,1266,2062,,
Intel Pentium 3805U @ 1.90GHz,1982,1697,,
Intel Pentium 3825U @ 1.90GHz,2519,1484,,
Intel Pentium 4 1.40GHz,164,2857,,
Intel Pentium 4 1.50GHz,131,2874,,
Intel Pentium 4 1.60GHz,129,2876,,
Intel Pentium 4 1.70GHz,132,2873,,
Intel Pentium 4 1.80GHz,161,2860,,
Intel Pentium 4 1.90GHz,159,2861,,
Intel Pentium 4 1300MHz,119,2880,,
Intel Pentium 4 1400MHz,127,2877,,
Intel Pentium 4 1500MHz,125,2878,,
Intel Pentium 4 1600MHz,193,2838,0.3,$647.45*
Intel Pentium 4 1700MHz,154,2864,,
Intel Pentium 4 1800MHz,162,2859,,
Intel Pentium 4 2.00GHz,189,2839,,
Intel Pentium 4 2.20GHz,209,2821,,
Intel Pentium 4 2.26GHz,221,2809,,
Intel Pentium 4 2.40GHz,228,2803,,
Intel Pentium 4 2.50GHz,245,2787,,
Intel Pentium 4 2.53GHz,248,2783,,
Intel Pentium 4 2.60GHz,288,2729,,
Intel Pentium 4 2.66GHz,254,2775,,
Intel Pentium 4 2.80GHz,322,2677,,
Intel Pentium 4 2.93GHz,299,2711,,
Intel Pentium 4 3.00GHz,353,2649,,
Intel Pentium 4 3.06GHz,346,2653,,
Intel Pentium 4 3.20GHz,373,2622,,
Intel Pentium 4 3.40GHz,395,2598,,
Intel Pentium 4 3.46GHz,454,2531,,
Intel Pentium 4 3.60GHz,487,2494,,
Intel Pentium 4 3.73GHz,486,2495,,
Intel Pentium 4 3.80GHz,485,2497,,
Intel Pentium 4 3.83GHz,195,2834,,
Intel Pentium 4 4.00GHz,184,2844,,
Intel Pentium 4 Mobile 1.40GHz,149,2867,,
Intel Pentium 4 Mobile 1.50GHz,197,2833,,
Intel Pentium 4 Mobile 1.60GHz,178,2850,,
Intel Pentium 4 Mobile 1.70GHz,208,2822,,
Intel Pentium 4 Mobile 1.80GHz,175,2853,,
Intel Pentium 4 Mobile 1.90GHz,209,2820,,
Intel Pentium 4 Mobile 2.00GHz,202,2829,,
Intel Pentium 4405U @ 2.10GHz,2931,1342,,
Intel Pentium 4405Y @ 1.50GHz,2059,1666,,
Intel Pentium 4410Y @ 1.50GHz,2047,1670,12.72,$161.00*
Intel Pentium 4415U @ 2.30GHz,3151,1273,,
Intel Pentium 4415Y @ 1.60GHz,2229,1599,13.85,$161.00*
Intel Pentium 4417U @ 2.30GHz,3359,1207,20.87,$161.00*
Intel Pentium 5 2.66GHz,705,2372,,
Intel Pentium 5405U @ 2.30GHz,3177,1257,19.74,$161.00*
Intel Pentium 957 @ 1.20GHz,1095,2158,8.18,$134.00*
Intel Pentium 967 @ 1.30GHz,1157,2124,,
Intel Pentium 977 @ 1.40GHz,1148,2130,,
Intel Pentium 987 @ 1.50GHz,1230,2083,,
Intel Pentium 997 @ 1.60GHz,1395,1985,,
Intel Pentium A1018 @ 2.10GHz,1605,1895,,
Intel Pentium B940 @ 2.00GHz,1727,1819,57.69,$29.94*
Intel Pentium B950 @ 2.10GHz,1719,1821,,
Intel Pentium B960 @ 2.20GHz,1852,1763,37.82,$48.99*
Intel Pentium B970 @ 2.30GHz,1953,1709,38.32,$50.99*
Intel Pentium B980 @ 2.40GHz,2025,1678,28.96,$69.95*
Intel Pentium D 805 @ 2.66GHz,529,2461,,
Intel Pentium D 830 @ 3.00GHz,641,2405,,
Intel Pentium D 915 @ 2.80GHz,583,2432,,
Intel Pentium D 940 @ 3.20GHz,711,2368,,
Intel Pentium D 950 @ 3.40GHz,742,2356,,
Intel Pentium D 960 @ 3.60GHz,811,2327,,
Intel Pentium D1508 @ 2.20GHz,3813,1091,29.56,$129.00*
Intel Pentium E2140 @ 1.60GHz,869,2294,5.51,$157.95*
Intel Pentium E2160 @ 1.80GHz,997,2216,8.49,$117.50
Intel Pentium E2180 @ 2.00GHz,1088,2162,36.29,$29.99
Intel Pentium E2200 @ 2.20GHz,1203,2097,16.04,$75.00*
Intel Pentium E2210 @ 2.20GHz,1174,2111,,
Intel Pentium E2220 @ 2.40GHz,1329,2022,8.42,$157.95*
Intel Pentium E5200 @ 2.50GHz,1486,1949,16.53,$89.95*
Intel Pentium E5300 @ 2.60GHz,1537,1922,66.9,$22.99*
Intel Pentium E5400 @ 2.70GHz,1599,1899,80.01,$19.99*
Intel Pentium E5500 @ 2.80GHz,1636,1878,82.03,$19.95*
Intel Pentium E5700 @ 3.00GHz,1735,1816,115.78,$14.99*
Intel Pentium E5800 @ 3.20GHz,1891,1745,63.08,$29.99*
Intel Pentium E6300 @ 2.80GHz,1705,1836,165.54,$10.30*
Intel Pentium E6500 @ 2.93GHz,1764,1799,11.17,$157.95*
Intel Pentium E6600 @ 3.06GHz,1861,1761,18.61,$100.00*
Intel Pentium E6700 @ 3.20GHz,1933,1720,113.82,$16.99*
Intel Pentium E6800 @ 3.33GHz,1988,1694,22.34,$89.00*
Intel Pentium Extreme Edition 955 @ 3.46GHz,912,2279,1.2,$759.00*
Intel Pentium Extreme Edition 965 @ 3.73GHz,961,2241,,
Intel Pentium G2010 @ 2.80GHz,2594,1453,74.36,$34.89*
Intel Pentium G2020 @ 2.90GHz,2756,1405,45.98,$59.95
Intel Pentium G2020T @ 2.50GHz,2418,1518,50.81,$47.60*
Intel Pentium G2030 @ 3.00GHz,2869,1368,71.76,$39.99*
Intel Pentium G2030T @ 2.60GHz,2487,1497,38.86,$64.00*
Intel Pentium G2100T @ 2.60GHz,2763,1402,,
Intel Pentium G2120 @ 3.10GHz,3080,1293,19.31,$159.55*
Intel Pentium G2130 @ 3.20GHz,3198,1248,63.99,$49.99*
Intel Pentium G2140 @ 3.30GHz,3384,1199,41.28,$82.00
Intel Pentium G3220 @ 3.00GHz,3127,1277,27.51,$113.66
Intel Pentium G3220T @ 2.60GHz,2577,1459,36.83,$69.99*
Intel Pentium G3240 @ 3.10GHz,3157,1271,28.83,$109.55*
Intel Pentium G3240T @ 2.70GHz,2840,1372,,
Intel Pentium G3250 @ 3.20GHz,3243,1236,29.49,$109.99*
Intel Pentium G3250T @ 2.80GHz,2971,1329,33.02,$89.99*
Intel Pentium G3258 @ 3.20GHz,3871,1073,25.3,$152.98
Intel Pentium G3260 @ 3.30GHz,3359,1206,24.0,$139.99*
Intel Pentium G3260T @ 2.90GHz,2930,1343,32.56,$89.99*
Intel Pentium G3320TE @ 2.30GHz,2389,1529,,
Intel Pentium G3420 @ 3.20GHz,3397,1193,27.49,$123.60
Intel Pentium G3420T @ 2.70GHz,3008,1316,18.8,$159.99*
Intel Pentium G3430 @ 3.30GHz,3395,1195,37.74,$89.99*
Intel Pentium G3440 @ 3.30GHz,3314,1217,20.72,$159.94*
Intel Pentium G3440T @ 2.80GHz,3101,1285,,
Intel Pentium G3450 @ 3.40GHz,3700,1120,37.01,$99.99*
Intel Pentium G3450T @ 2.90GHz,2967,1331,,
Intel Pentium G3460 @ 3.50GHz,3582,1145,12.43,$288.20*
Intel Pentium G3470 @ 3.60GHz,3704,1119,35.53,$104.29*
Intel Pentium G4400 @ 3.30GHz,3541,1157,32.2,$109.99
Intel Pentium G4400T @ 2.90GHz,3176,1258,,
Intel Pentium G4400TE @ 2.40GHz,2885,1366,45.09,$64.00*
Intel Pentium G4500 @ 3.50GHz,3799,1094,40.88,$92.94
Intel Pentium G4500T @ 3.00GHz,3471,1175,,
Intel Pentium G4520 @ 3.60GHz,4184,1014,40.24,$103.99*
Intel Pentium G4560 @ 3.50GHz,4863,879,52.1,$93.35
Intel Pentium G4560T @ 2.90GHz,3990,1049,36.28,$109.99*
Intel Pentium G4600 @ 3.60GHz,5076,831,21.16,$239.95
Intel Pentium G4600T @ 3.00GHz,4266,997,24.06,$177.28*
Intel Pentium G4620 @ 3.70GHz,5210,808,45.84,$113.66*
Intel Pentium G620 @ 2.60GHz,2293,1564,91.76,$24.99*
Intel Pentium G620T @ 2.20GHz,2033,1675,25.42,$79.99*
Intel Pentium G630 @ 2.70GHz,2370,1538,23.71,$100.00
Intel Pentium G630T @ 2.30GHz,2089,1651,26.12,$79.99*
Intel Pentium G640 @ 2.80GHz,2522,1482,16.82,$150.00
Intel Pentium G640T @ 2.40GHz,1979,1698,,
Intel Pentium G645 @ 2.90GHz,2590,1455,16.19,$160.00*
Intel Pentium G645T @ 2.50GHz,2293,1565,,
Intel Pentium G6950 @ 2.80GHz,1859,1762,46.49,$39.99*
Intel Pentium G6951 @ 2.80GHz,2135,1629,22.72,$94.00*
Intel Pentium G6960 @ 2.93GHz,2059,1667,,
Intel Pentium G840 @ 2.80GHz,2561,1467,73.21,$34.99*
Intel Pentium G850 @ 2.90GHz,2667,1431,22.46,$118.77
Intel Pentium G860 @ 3.00GHz,2741,1410,33.03,$82.99
Intel Pentium G870 @ 3.10GHz,2814,1385,29.01,$97.00*
Intel Pentium Gold G5400 @ 3.70GHz,5199,811,69.33,$74.99
Intel Pentium Gold G5400T @ 3.10GHz,5048,841,78.89,$64.00*
Intel Pentium Gold G5500 @ 3.80GHz,5195,812,41.56,$125.02
Intel Pentium Gold G5500T @ 3.20GHz,4346,981,57.95,$75.00*
Intel Pentium Gold G5600 @ 3.90GHz,5660,746,52.05,$108.75*
Intel Pentium III 1133 @ 1133MHz,284,2734,,
Intel Pentium III 1200 @ 1200MHz,278,2749,,
Intel Pentium III 1266S @ 1266MHz,309,2694,,
Intel Pentium III 1400 @ 1400MHz,297,2714,,
Intel Pentium III 1400S @ 1400MHz,299,2710,,
Intel Pentium III 933S @ 933MHz,238,2796,,
Intel Pentium III Mobile 1000MHz,245,2786,,
Intel Pentium III Mobile 1066MHz,246,2785,,
Intel Pentium III Mobile 1133MHz,251,2779,,
Intel Pentium III Mobile 1200MHz,240,2793,,
Intel Pentium III Mobile 750MHz,103,2883,,
Intel Pentium III Mobile 800MHz,182,2847,,
Intel Pentium III Mobile 866MHz,152,2865,,
Intel Pentium III Mobile 933MHz,218,2811,7.55,$28.99*
Intel Pentium J2850 @ 2.41GHz,1839,1772,,
Intel Pentium J2900 @ 2.41GHz,1956,1706,,
Intel Pentium J3710 @ 1.60GHz,1912,1732,,
Intel Pentium J4205 @ 1.50GHz,2257,1586,,
Intel Pentium M 1.10GHz,282,2740,,
Intel Pentium M 1.20GHz,298,2712,,
Intel Pentium M 1.30GHz,301,2704,,
Intel Pentium M 1.40GHz,345,2656,,
Intel Pentium M 1.50GHz,367,2632,,
Intel Pentium M 1.60GHz,364,2636,,
Intel Pentium M 1.70GHz,406,2580,,
Intel Pentium M 1.73GHz,413,2570,,
Intel Pentium M 1.80GHz,411,2573,,
Intel Pentium M 1.86GHz,439,2548,,
Intel Pentium M 1000MHz,233,2799,,
Intel Pentium M 1100MHz,259,2771,,
Intel Pentium M 1200MHz,237,2797,,
Intel Pentium M 1300MHz,303,2698,,
Intel Pentium M 1400MHz,320,2679,,
Intel Pentium M 1500MHz,354,2646,,
Intel Pentium M 1600MHz,335,2667,,
Intel Pentium M 1700MHz,376,2618,,
Intel Pentium M 2.00GHz,461,2523,,
Intel Pentium M 2.10GHz,448,2536,,
Intel Pentium M 2.13GHz,502,2483,,
Intel Pentium M 2.26GHz,509,2479,,
Intel Pentium M 756 @ 1.66GHz,484,2502,,
Intel Pentium M 900MHz,217,2815,,
Intel Pentium N3510 @ 1.99GHz,1519,1931,,
Intel Pentium N3520 @ 2.16GHz,1789,1792,,
Intel Pentium N3530 @ 2.16GHz,1894,1743,,
Intel Pentium N3540 @ 2.16GHz,1925,1723,7.67,$250.87*
Intel Pentium N3700 @ 1.60GHz,1831,1776,4.12,$444.78*
Intel Pentium N3710 @ 1.60GHz,1865,1758,,
Intel Pentium N4200 @ 1.10GHz,2029,1676,9.27,$219.02
Intel Pentium P6000 @ 1.87GHz,1243,2077,,
Intel Pentium P6100 @ 2.00GHz,1325,2024,46.62,$28.44
Intel Pentium P6200 @ 2.13GHz,1349,2011,30.03,$44.95*
Intel Pentium P6300 @ 2.27GHz,1380,1994,,
Intel Pentium Silver J5005 @ 1.50GHz,2907,1353,13.22,$219.92*
Intel Pentium Silver N5000 @ 1.10GHz,2432,1513,15.11,$161.00*
Intel Pentium SU2700 @ 1.30GHz,405,2581,,
Intel Pentium SU4100 @ 1.30GHz,853,2304,,
Intel Pentium T1080 @ 1.73GHz,842,2309,,
Intel Pentium T2060 @ 1.60GHz,663,2392,,
Intel Pentium T2080 @ 1.73GHz,705,2374,4.41,$159.95*
Intel Pentium T2130 @ 1.86GHz,710,2369,,
Intel Pentium T2310 @ 1.46GHz,735,2358,,
Intel Pentium T2330 @ 1.60GHz,830,2315,,
Intel Pentium T2370 @ 1.73GHz,846,2308,24.19,$35.00*
Intel Pentium T2390 @ 1.86GHz,946,2257,,
Intel Pentium T2410 @ 2.00GHz,977,2229,,
Intel Pentium T3200 @ 2.00GHz,1033,2192,86.14,$12.00*
Intel Pentium T3400 @ 2.16GHz,1113,2144,12.38,$89.95*
Intel Pentium T4200 @ 2.00GHz,1151,2128,95.94,$12.00*
Intel Pentium T4300 @ 2.10GHz,1232,2081,,
Intel Pentium T4400 @ 2.20GHz,1283,2051,,
Intel Pentium T4500 @ 2.30GHz,1334,2020,,
Intel Pentium U5400 @ 1.20GHz,814,2322,,
Intel Pentium U5600 @ 1.33GHz,951,2250,,
Intel T1200 @ 1.50GHz,435,2554,,
Intel T1400 @ 1.73GHz,929,2264,,
Intel T1500 @ 1.86GHz,953,2249,,
Intel T2050 @ 2.00GHz,959,2245,,
Intel Xeon 1500MHz,193,2837,,
Intel Xeon 2.00GHz,233,2798,,
Intel XEON 2.20GHz,252,2777,,
Intel Xeon 2.40GHz,276,2752,30.35,$9.10*
Intel Xeon 2.66GHz,435,2553,,
Intel Xeon 2.80GHz,400,2593,,
Intel Xeon 3.00GHz,391,2606,,
Intel Xeon 3.06GHz,491,2489,,
Intel Xeon 3.20GHz,461,2524,,
Intel Xeon 3.40GHz,478,2506,,
Intel Xeon 3.60GHz,509,2478,0.6,$851.00*
Intel Xeon 3.73GHz,1041,2188,,
Intel Xeon 3.80GHz,604,2421,0.71,$851.00*
Intel Xeon 3040 @ 1.86GHz,1278,2055,51.05,$25.04*
Intel Xeon 3050 @ 2.13GHz,1300,2035,8.23,$157.95*
Intel Xeon 3060 @ 2.40GHz,1518,1932,66.07,$22.99*
Intel Xeon 3065 @ 2.33GHz,1520,1930,72.77,$20.90*
Intel Xeon 3070 @ 2.66GHz,1784,1794,4.36,$408.95*
Intel Xeon 3075 @ 2.66GHz,1840,1771,5.26,$349.95*
Intel Xeon 3085 @ 3.00GHz,1570,1910,,
Intel Xeon 5110 @ 1.60GHz,1079,2171,6.75,$159.95*
Intel Xeon 5120 @ 1.86GHz,1248,2075,0.77,"$1,619.99"
Intel Xeon 5130 @ 2.00GHz,1366,2000,43.44,$31.46*
Intel Xeon 5133 @ 2.20GHz,1598,1900,,
Intel Xeon 5140 @ 2.33GHz,1644,1871,35.0,$46.99*
Intel Xeon 5148 @ 2.33GHz,1590,1906,121.17,$13.13*
Intel Xeon 5150 @ 2.66GHz,1752,1806,12.52,$139.95*
Intel Xeon 5160 @ 3.00GHz,1963,1705,52.37,$37.49*
Intel Xeon @ 2.00GHz,11327,250,,
Intel Xeon @ 2.20GHz,1902,1737,,
Intel Xeon Bronze 3104 @ 1.70GHz,5664,745,23.8,$237.99
Intel Xeon Bronze 3106 @ 1.70GHz,6890,621,20.88,$329.99
Intel Xeon D-1518 @ 2.20GHz,5322,797,,
Intel Xeon D-1520 @ 2.20GHz,5755,734,,
Intel Xeon D-1521 @ 2.40GHz,6980,608,,
Intel Xeon D-1528 @ 1.90GHz,8210,487,,
Intel Xeon D-1531 @ 2.20GHz,9730,350,27.96,$348.00*
Intel Xeon D-1537 @ 1.70GHz,7731,534,13.54,$571.00*
Intel Xeon D-1540 @ 2.00GHz,10573,282,,
Intel Xeon D-1541 @ 2.10GHz,11064,258,,
Intel Xeon D-1548 @ 2.00GHz,10679,278,19.24,$555.00*
Intel Xeon D-1559 @ 1.50GHz,8055,504,,
Intel Xeon D-1567 @ 2.10GHz,14482,162,,
Intel Xeon D-1587 @ 1.70GHz,14049,173,,
Intel Xeon D-2123IT @ 2.20GHz,8140,496,38.22,$213.00*
Intel Xeon D-2141I @ 2.20GHz,12836,209,23.13,$555.00*
Intel Xeon D-2143IT @ 2.20GHz,13816,183,24.41,$566.00*
Intel Xeon D-2183IT @ 2.20GHz,18627,77,10.56,"$1,764.00*"
Intel Xeon E-2104G @ 3.20GHz,7825,525,40.54,$193.00*
Intel Xeon E-2124 @ 3.30GHz,9544,365,43.39,$219.99
Intel Xeon E-2124G @ 3.40GHz,9816,341,39.58,$247.99
Intel Xeon E-2126G @ 3.30GHz,13995,174,46.65,$299.99*
Intel Xeon E-2134 @ 3.50GHz,10909,268,38.96,$279.99
Intel Xeon E-2136 @ 3.30GHz,15899,128,50.32,$315.99
Intel Xeon E-2144G @ 3.60GHz,11466,246,35.61,$321.99
Intel Xeon E-2146G @ 3.50GHz,15896,130,44.78,$354.99
Intel Xeon E-2174G @ 3.80GHz,12262,229,33.35,$367.65
Intel Xeon E-2176G @ 3.70GHz,15594,136,37.13,$419.99
Intel Xeon E-2176M @ 2.70GHz,13641,190,30.31,$450.00*
Intel Xeon E-2186G @ 3.80GHz,16057,123,30.59,$524.99
Intel Xeon E-2186M @ 2.90GHz,14637,156,23.5,$623.00*
Intel Xeon E-2224G @ 3.50GHz,10008,321,45.91,$218.00*
Intel Xeon E-2276M @ 2.80GHz,13967,177,31.04,$450.00*
Intel Xeon E-2286M @ 2.40GHz,17576,90,28.21,$623.00*
Intel Xeon E3-1220 @ 3.10GHz,6088,702,110.71,$54.99
Intel Xeon E3-1220 V2 @ 3.10GHz,6706,641,91.88,$72.99
Intel Xeon E3-1220 v3 @ 3.10GHz,7163,594,33.32,$214.99
Intel Xeon E3-1220 v5 @ 3.00GHz,7787,532,29.23,$266.46*
Intel Xeon E3-1220 v6 @ 3.00GHz,7790,531,39.15,$199.00
Intel Xeon E3-1220L @ 2.20GHz,3563,1150,,
Intel Xeon E3-1220L V2 @ 2.30GHz,4419,966,,
Intel Xeon E3-1220L v3 @ 1.10GHz,2110,1645,,
Intel Xeon E3-1225 @ 3.10GHz,5889,718,81.81,$71.99
Intel Xeon E3-1225 V2 @ 3.20GHz,6936,615,79.74,$86.99
Intel Xeon E3-1225 v3 @ 3.20GHz,7243,588,24.98,$289.99
Intel Xeon E3-1225 v5 @ 3.30GHz,7820,526,29.18,$268.04*
Intel Xeon E3-1225 v6 @ 3.30GHz,8156,493,34.71,$234.99
Intel Xeon E3-1226 v3 @ 3.30GHz,7559,553,12.7,$595.00*
Intel Xeon E3-1230 @ 3.20GHz,7829,524,57.58,$135.99
Intel Xeon E3-1230 V2 @ 3.30GHz,8855,435,152.68,$58.00
Intel Xeon E3-1230 v3 @ 3.30GHz,9324,385,29.05,$320.99
Intel Xeon E3-1230 v5 @ 3.40GHz,9786,344,34.95,$279.99
Intel Xeon E3-1230 v6 @ 3.50GHz,9847,337,36.47,$269.99
Intel Xeon E3-1230L v3 @ 1.80GHz,7231,589,25.12,$287.90*
Intel Xeon E3-1231 v3 @ 3.40GHz,9624,359,18.87,$509.95
Intel Xeon E3-1235 @ 3.20GHz,7680,542,31.48,$244.00
Intel Xeon E3-1235L v5 @ 2.00GHz,6462,660,,
